type,theme,niveau,question,options_json,answer_index,explication,lesson_category_slug,lesson_titre
qcm,Relatifs,B1,Complete: Le film ___ j'ai vu etait excellent.,"[""qui"", ""dont"", ""que"", ""ou""]",2,COD du verbe voir. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le sujet ___ nous parlons est complexe.,"[""ou"", ""dont"", ""qui"", ""que""]",1,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La ville ___ j'etudie est agreable.,"[""ou"", ""qui"", ""dont"", ""que""]",0,Lieu. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le jour ___ j'ai passe l'examen approche.,"[""dont"", ""ou"", ""qui"", ""que""]",1,Temps. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La personne ___ aide les candidats est patiente.,"[""qui"", ""que"", ""ou"", ""dont""]",0,Sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le document ___ tu cherches est ici.,"[""qui"", ""que"", ""ou"", ""dont""]",1,COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La methode ___ j'ai besoin est simple.,"[""que"", ""ou"", ""dont"", ""qui""]",2,Avoir besoin de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le livre ___ est sur la table est a moi.,"[""qui"", ""que"", ""dont"", ""ou""]",0,Qui remplace le sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,La ville ___ je prefere est Lille.,"[""qui"", ""que"", ""dont"", ""ou""]",1,Que remplace le COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le sujet ___ nous parlons est important.,"[""qui"", ""que"", ""dont"", ""ou""]",2,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le livre ___ est sur la table est utile.,"[""ou"", ""que"", ""dont"", ""qui""]",3,Sujet du verbe. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le film ___ j'ai vu etait excellent.,"[""qui"", ""dont"", ""que"", ""ou""]",2,COD du verbe voir. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le sujet ___ nous parlons est complexe.,"[""ou"", ""dont"", ""qui"", ""que""]",1,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La ville ___ j'etudie est agreable.,"[""ou"", ""qui"", ""dont"", ""que""]",0,Lieu. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le jour ___ j'ai passe l'examen approche.,"[""dont"", ""ou"", ""qui"", ""que""]",1,Temps. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La personne ___ aide les candidats est patiente.,"[""qui"", ""que"", ""ou"", ""dont""]",0,Sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le document ___ tu cherches est ici.,"[""qui"", ""que"", ""ou"", ""dont""]",1,COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La methode ___ j'ai besoin est simple.,"[""que"", ""ou"", ""dont"", ""qui""]",2,Avoir besoin de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le livre ___ est sur la table est a moi.,"[""qui"", ""que"", ""dont"", ""ou""]",0,Qui remplace le sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,La ville ___ je prefere est Lille.,"[""qui"", ""que"", ""dont"", ""ou""]",1,Que remplace le COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le sujet ___ nous parlons est important.,"[""qui"", ""que"", ""dont"", ""ou""]",2,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le livre ___ est sur la table est utile.,"[""ou"", ""que"", ""dont"", ""qui""]",3,Sujet du verbe. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le film ___ j'ai vu etait excellent.,"[""qui"", ""dont"", ""que"", ""ou""]",2,COD du verbe voir. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le sujet ___ nous parlons est complexe.,"[""ou"", ""dont"", ""qui"", ""que""]",1,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La ville ___ j'etudie est agreable.,"[""ou"", ""qui"", ""dont"", ""que""]",0,Lieu. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le jour ___ j'ai passe l'examen approche.,"[""dont"", ""ou"", ""qui"", ""que""]",1,Temps. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La personne ___ aide les candidats est patiente.,"[""qui"", ""que"", ""ou"", ""dont""]",0,Sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le document ___ tu cherches est ici.,"[""qui"", ""que"", ""ou"", ""dont""]",1,COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La methode ___ j'ai besoin est simple.,"[""que"", ""ou"", ""dont"", ""qui""]",2,Avoir besoin de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le livre ___ est sur la table est a moi.,"[""qui"", ""que"", ""dont"", ""ou""]",0,Qui remplace le sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,La ville ___ je prefere est Lille.,"[""qui"", ""que"", ""dont"", ""ou""]",1,Que remplace le COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le sujet ___ nous parlons est important.,"[""qui"", ""que"", ""dont"", ""ou""]",2,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le livre ___ est sur la table est utile.,"[""ou"", ""que"", ""dont"", ""qui""]",3,Sujet du verbe. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le film ___ j'ai vu etait excellent.,"[""qui"", ""dont"", ""que"", ""ou""]",2,COD du verbe voir. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le sujet ___ nous parlons est complexe.,"[""ou"", ""dont"", ""qui"", ""que""]",1,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La ville ___ j'etudie est agreable.,"[""ou"", ""qui"", ""dont"", ""que""]",0,Lieu. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le jour ___ j'ai passe l'examen approche.,"[""dont"", ""ou"", ""qui"", ""que""]",1,Temps. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La personne ___ aide les candidats est patiente.,"[""qui"", ""que"", ""ou"", ""dont""]",0,Sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le document ___ tu cherches est ici.,"[""qui"", ""que"", ""ou"", ""dont""]",1,COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La methode ___ j'ai besoin est simple.,"[""que"", ""ou"", ""dont"", ""qui""]",2,Avoir besoin de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le livre ___ est sur la table est a moi.,"[""qui"", ""que"", ""dont"", ""ou""]",0,Qui remplace le sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,La ville ___ je prefere est Lille.,"[""qui"", ""que"", ""dont"", ""ou""]",1,Que remplace le COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le sujet ___ nous parlons est important.,"[""qui"", ""que"", ""dont"", ""ou""]",2,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le livre ___ est sur la table est utile.,"[""ou"", ""que"", ""dont"", ""qui""]",3,Sujet du verbe. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le film ___ j'ai vu etait excellent.,"[""qui"", ""dont"", ""que"", ""ou""]",2,COD du verbe voir. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le sujet ___ nous parlons est complexe.,"[""ou"", ""dont"", ""qui"", ""que""]",1,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La ville ___ j'etudie est agreable.,"[""ou"", ""qui"", ""dont"", ""que""]",0,Lieu. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le jour ___ j'ai passe l'examen approche.,"[""dont"", ""ou"", ""qui"", ""que""]",1,Temps. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La personne ___ aide les candidats est patiente.,"[""qui"", ""que"", ""ou"", ""dont""]",0,Sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le document ___ tu cherches est ici.,"[""qui"", ""que"", ""ou"", ""dont""]",1,COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La methode ___ j'ai besoin est simple.,"[""que"", ""ou"", ""dont"", ""qui""]",2,Avoir besoin de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le livre ___ est sur la table est a moi.,"[""qui"", ""que"", ""dont"", ""ou""]",0,Qui remplace le sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,La ville ___ je prefere est Lille.,"[""qui"", ""que"", ""dont"", ""ou""]",1,Que remplace le COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le sujet ___ nous parlons est important.,"[""qui"", ""que"", ""dont"", ""ou""]",2,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le livre ___ est sur la table est utile.,"[""ou"", ""que"", ""dont"", ""qui""]",3,Sujet du verbe. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le film ___ j'ai vu etait excellent.,"[""qui"", ""dont"", ""que"", ""ou""]",2,COD du verbe voir. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le sujet ___ nous parlons est complexe.,"[""ou"", ""dont"", ""qui"", ""que""]",1,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La ville ___ j'etudie est agreable.,"[""ou"", ""qui"", ""dont"", ""que""]",0,Lieu. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le jour ___ j'ai passe l'examen approche.,"[""dont"", ""ou"", ""qui"", ""que""]",1,Temps. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La personne ___ aide les candidats est patiente.,"[""qui"", ""que"", ""ou"", ""dont""]",0,Sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le document ___ tu cherches est ici.,"[""qui"", ""que"", ""ou"", ""dont""]",1,COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La methode ___ j'ai besoin est simple.,"[""que"", ""ou"", ""dont"", ""qui""]",2,Avoir besoin de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le livre ___ est sur la table est a moi.,"[""qui"", ""que"", ""dont"", ""ou""]",0,Qui remplace le sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,La ville ___ je prefere est Lille.,"[""qui"", ""que"", ""dont"", ""ou""]",1,Que remplace le COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le sujet ___ nous parlons est important.,"[""qui"", ""que"", ""dont"", ""ou""]",2,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le livre ___ est sur la table est utile.,"[""ou"", ""que"", ""dont"", ""qui""]",3,Sujet du verbe. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le film ___ j'ai vu etait excellent.,"[""qui"", ""dont"", ""que"", ""ou""]",2,COD du verbe voir. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le sujet ___ nous parlons est complexe.,"[""ou"", ""dont"", ""qui"", ""que""]",1,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La ville ___ j'etudie est agreable.,"[""ou"", ""qui"", ""dont"", ""que""]",0,Lieu. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le jour ___ j'ai passe l'examen approche.,"[""dont"", ""ou"", ""qui"", ""que""]",1,Temps. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La personne ___ aide les candidats est patiente.,"[""qui"", ""que"", ""ou"", ""dont""]",0,Sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le document ___ tu cherches est ici.,"[""qui"", ""que"", ""ou"", ""dont""]",1,COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La methode ___ j'ai besoin est simple.,"[""que"", ""ou"", ""dont"", ""qui""]",2,Avoir besoin de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le livre ___ est sur la table est a moi.,"[""qui"", ""que"", ""dont"", ""ou""]",0,Qui remplace le sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,La ville ___ je prefere est Lille.,"[""qui"", ""que"", ""dont"", ""ou""]",1,Que remplace le COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le sujet ___ nous parlons est important.,"[""qui"", ""que"", ""dont"", ""ou""]",2,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le livre ___ est sur la table est utile.,"[""ou"", ""que"", ""dont"", ""qui""]",3,Sujet du verbe. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le film ___ j'ai vu etait excellent.,"[""qui"", ""dont"", ""que"", ""ou""]",2,COD du verbe voir. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le sujet ___ nous parlons est complexe.,"[""ou"", ""dont"", ""qui"", ""que""]",1,Parler de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La ville ___ j'etudie est agreable.,"[""ou"", ""qui"", ""dont"", ""que""]",0,Lieu. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le jour ___ j'ai passe l'examen approche.,"[""dont"", ""ou"", ""qui"", ""que""]",1,Temps. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La personne ___ aide les candidats est patiente.,"[""qui"", ""que"", ""ou"", ""dont""]",0,Sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: Le document ___ tu cherches est ici.,"[""qui"", ""que"", ""ou"", ""dont""]",1,COD. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Complete: La methode ___ j'ai besoin est simple.,"[""que"", ""ou"", ""dont"", ""qui""]",2,Avoir besoin de -> dont. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Relatifs,B1,Le livre ___ est sur la table est a moi.,"[""qui"", ""que"", ""dont"", ""ou""]",0,Qui remplace le sujet. Variante supplementaire d'entrainement.,regles-grammaire,Pronoms relatifs
qcm,Connecteurs,B2,"Il revise beaucoup, ___ il progresse.","[""cependant"", ""donc"", ""pourtant"", ""car""]",1,Relation de consequence -> donc.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Le sujet est difficile; ___, je continue.","[""donc"", ""car"", ""cependant"", ""ainsi""]",2,Opposition -> cependant.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Complete: Il revise, ___ il progresse.","[""donc"", ""par exemple"", ""pourtant"", ""neanmoins""]",0,Consequence.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Complete: Le sujet est difficile; ___, je continue.","[""cependant"", ""afin que"", ""neanmoins"", ""donc""]",0,Opposition.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Complete: J'ajoute un exemple, ___ mon idee soit claire.","[""afin que"", ""pour"", ""pourtant"", ""par exemple""]",0,But.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,Complete: Il reussit ___ il travaille regulierement.,"[""neanmoins"", ""pour"", ""car"", ""pourtant""]",2,Cause.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Complete: ___, cette methode est efficace.","[""neanmoins"", ""Par exemple"", ""par exemple"", ""pour""]",1,Illustration.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Complete: Le delai est court; ___, nous terminerons.","[""neanmoins"", ""par exemple"", ""pourtant"", ""donc""]",0,Concession.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Complete: Il est motive; ___, il manque de methode.","[""neanmoins"", ""car"", ""pourtant"", ""donc""]",2,Opposition.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Complete: ___ reviser, je fais un planning.","[""pourtant"", ""cependant"", ""Pour"", ""pour""]",2,But avec infinitif.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Il revise beaucoup, ___ il progresse.","[""cependant"", ""donc"", ""pourtant"", ""car""]",1,Relation de consequence -> donc. Variante supplementaire d'entrainement.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Le sujet est difficile; ___, je continue.","[""donc"", ""car"", ""cependant"", ""ainsi""]",2,Opposition -> cependant. Variante supplementaire d'entrainement.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Complete: Il revise, ___ il progresse.","[""donc"", ""par exemple"", ""pourtant"", ""neanmoins""]",0,Consequence. Variante supplementaire d'entrainement.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Complete: Le sujet est difficile; ___, je continue.","[""cependant"", ""afin que"", ""neanmoins"", ""donc""]",0,Opposition. Variante supplementaire d'entrainement.,regles-grammaire,Connecteurs logiques
qcm,Connecteurs,B2,"Complete: J'ajoute un exemple, ___ mon idee soit claire.","[""afin que"", ""pour"", ""pourtant"", ""par exemple""]",0,But. Variante supplementaire d'entrainement.,regles-grammaire,Connecteurs logiques
